"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810479","8.1.1.1.5","56.8","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810479","8.1.1.1.5","57.2","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810480","8.1.1.1.6","63.0","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810480","8.1.1.1.6","62.5","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810480","8.1.1.1.6","63.5","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810480","8.1.1.1.6","62.0","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810480","8.1.1.1.6","63.4","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810480","8.1.1.1.6","62.5","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Both sexes","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810480","8.1.1.1.6","61.9","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810660","8.1.2.1.4","56.8","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810660","8.1.2.1.4","60.5","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810660","8.1.2.1.4","62.4","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810660","8.1.2.1.4","60.7","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810660","8.1.2.1.4","60.6","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810660","8.1.2.1.4","64.0","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810660","8.1.2.1.4","58.4","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810661","8.1.2.1.5","52.9","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810661","8.1.2.1.5","56.6","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810661","8.1.2.1.5","58.3","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810661","8.1.2.1.5","56.9","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810661","8.1.2.1.5","56.7","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810661","8.1.2.1.5","59.7","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810661","8.1.2.1.5","54.9","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810662","8.1.2.1.6","60.6","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810662","8.1.2.1.6","64.2","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810662","8.1.2.1.6","66.3","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810662","8.1.2.1.6","64.5","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810662","8.1.2.1.6","64.4","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810662","8.1.2.1.6","68.1","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Males","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810662","8.1.2.1.6","61.9","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810842","8.1.3.1.4","64.0","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810842","8.1.3.1.4","59.7","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810842","8.1.3.1.4","59.4","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810842","8.1.3.1.4","57.9","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810842","8.1.3.1.4","60.5","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810842","8.1.3.1.4","55.4","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110810842","8.1.3.1.4","60.6","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810843","8.1.3.1.5","60.9","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810843","8.1.3.1.5","56.3","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810843","8.1.3.1.5","55.7","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810843","8.1.3.1.5","53.7","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810843","8.1.3.1.5","56.5","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810843","8.1.3.1.5","51.4","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","Low 95% confidence interval, percent","Percent","239","units","0","v110810843","8.1.3.1.5","57.6","","","","1"
"2015","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810844","8.1.3.1.6","67.1","","","","1"
"2016","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810844","8.1.3.1.6","63.1","","","","1"
"2017","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810844","8.1.3.1.6","63.0","","","","1"
"2018","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810844","8.1.3.1.6","62.0","","","","1"
"2019","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810844","8.1.3.1.6","64.5","","","","1"
"2020","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810844","8.1.3.1.6","59.5","","","","1"
"2021","Manitoba","2016A000246","Total, 12 years and over","Females","Perceived health, very good or excellent","High 95% confidence interval, percent","Percent","239","units","0","v110810844","8.1.3.1.6","63.5","","","","1"
"2015","Manitoba","2016A000246","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110811024","8.2.1.1.4","74.9","","","","1"
"2016","Manitoba","2016A000246","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110811024","8.2.1.1.4","80.0","","","","1"
"2017","Manitoba","2016A000246","12 to 17 years","Both sexes","Perceived health, very good or excellent","Percent","Percent","239","units","0","v110811024","8.2.1.1.4","77.5","","","","1"
